image_name,mae,rmse,imae,irmse
2018-10-31-06-55-01_2018-10-31-06-55-02-084.png,1094.0663,2827.5195,3.0930455,12.672454
2018-10-31-06-55-01_2018-10-31-06-55-07-387.png,1296.8405,4264.0654,3.4059925,11.541311
2018-10-31-06-55-01_2018-10-31-06-55-15-392.png,1490.1078,4685.2075,3.2729173,9.529432
2018-10-31-06-55-01_2018-10-31-06-55-42-408.png,1188.1561,3392.9473,2.2261405,7.8692374
2018-10-31-06-55-01_2018-10-31-06-55-45-911.png,1342.4985,4048.7266,2.718564,5.9098344
2018-10-31-06-55-01_2018-10-31-06-55-48-912.png,1645.099,4440.331,3.0287976,7.3423777
2018-10-31-06-55-01_2018-10-31-06-55-55-914.png,1380.8612,3668.315,2.7329488,5.9459214
2018-10-31-06-55-01_2018-10-31-06-56-00-018.png,1448.6266,4458.2544,3.0852003,6.2540975
2018-10-31-06-55-01_2018-10-31-06-56-01-520.png,1508.3386,3869.4253,3.3039775,6.3732915
2018-10-31-06-55-01_2018-10-31-06-56-05-520.png,1490.7957,5060.6753,2.8373604,7.615003
2018-10-31-06-55-01_2018-10-31-06-56-11-525.png,1576.3234,4172.3716,3.485211,7.7689457
2018-10-31-06-55-01_2018-10-31-06-56-21-533.png,1240.2487,5305.6533,2.5994587,7.182159
2018-10-31-06-55-01_2018-10-31-06-56-22-731.png,1102.2146,3459.0483,2.894517,7.7919383
2018-10-31-06-55-01_2018-10-31-06-56-28-533.png,1333.2085,4592.159,3.030132,6.9912233
2018-10-31-06-55-01_2018-10-31-06-56-31-041.png,1539.3583,5796.965,2.755149,7.9289656
2018-10-31-06-55-01_2018-10-31-06-56-39-551.png,1357.5205,3680.966,3.1134608,6.850485
2018-10-31-06-55-01_2018-10-31-06-56-47-050.png,1463.9849,4061.0867,2.8556726,6.9710636
2018-10-31-06-55-01_2018-10-31-06-56-48-649.png,2496.61,8761.852,2.2412813,8.258564
2018-10-31-06-55-01_2018-10-31-06-56-51-250.png,1692.0668,4638.229,2.7445095,6.05843
2018-10-31-06-55-01_2018-10-31-06-57-00-156.png,1416.5828,3709.5398,2.783857,5.900845
2018-10-31-06-55-01_2018-10-31-06-57-03-655.png,1357.136,4477.591,2.5986211,5.8203588
2018-10-31-06-55-01_2018-10-31-06-57-05-966.png,1221.1951,3857.1006,2.6062458,5.651366
2018-10-31-06-55-01_2018-10-31-06-57-11-368.png,954.8154,4283.123,2.9256427,9.144462
2018-10-31-06-55-01_2018-10-31-06-57-13-675.png,1471.3888,4430.639,2.990567,7.6043553
2018-10-31-06-55-01_2018-10-31-06-57-18-172.png,1072.6749,2508.442,2.8966923,11.122748
2018-10-31-06-55-01_2018-10-31-06-57-21-178.png,1263.7661,3108.3914,1.7616632,2.387033
2018-10-31-06-55-01_2018-10-31-06-57-58-200.png,1115.2417,3174.0,1.7063445,9.5950985
2018-10-31-06-55-01_2018-10-31-06-58-01-305.png,1369.9629,3714.0312,2.1120615,7.575314
2018-10-31-06-55-01_2018-10-31-06-58-01-405.png,1542.1814,3889.9688,2.111964,8.21202
2018-10-31-06-55-01_2018-10-31-06-58-02-811.png,1512.7335,4536.5713,2.0816963,8.620083
2018-10-31-06-55-01_2018-10-31-06-58-03-512.png,1343.0017,3786.2905,2.3610096,6.5646534
2018-10-31-06-55-01_2018-10-31-06-58-07-800.png,1216.6836,4542.084,2.135457,5.903745
2018-10-31-06-55-01_2018-10-31-06-58-10-318.png,1116.3696,3059.8147,2.5901968,5.9893627
2018-10-31-06-55-01_2018-10-31-06-58-15-316.png,1163.026,4379.04,2.5024376,5.634796
2018-10-31-06-55-01_2018-10-31-06-58-16-818.png,1572.2332,5747.061,3.0289893,6.3442664
2018-10-31-06-55-01_2018-10-31-06-58-22-028.png,2002.3152,6999.7227,3.120328,6.717606
2018-10-31-06-55-01_2018-10-31-06-58-27-335.png,1369.7705,4629.0146,2.521112,5.9891896
2018-10-31-06-55-01_2018-10-31-06-58-30-835.png,1686.9283,5135.8247,2.2927375,5.671952
2018-10-31-06-55-01_2018-10-31-06-58-36-336.png,1801.4592,4885.5986,2.493024,5.3546553
2018-10-31-06-55-01_2018-10-31-06-58-39-841.png,1394.3258,4257.9,2.7941566,5.5460725
2018-10-31-06-55-01_2018-10-31-06-58-40-340.png,1480.0823,4207.6035,2.7086906,5.915596
2018-10-31-06-55-01_2018-10-31-06-58-51-347.png,1822.9198,6939.7007,2.4842508,9.602762
2018-10-31-06-55-01_2018-10-31-06-58-52-747.png,1592.8618,5947.357,2.6774602,7.403009
2018-10-31-06-55-01_2018-10-31-06-58-56-852.png,1092.579,3609.3835,2.8681765,9.216993
