image_name,mae,rmse,imae,irmse
2018-08-17-09-45-58_2018-08-17-10-11-16-157.png,1678.7565,2832.0664,5.1762204,10.337895
2018-08-17-09-45-58_2018-08-17-10-11-18-951.png,1776.2441,3358.508,5.109475,10.468625
2018-08-17-09-45-58_2018-08-17-10-11-20-660.png,1830.1525,2768.8618,4.8760166,9.024528
2018-08-17-09-45-58_2018-08-17-10-11-23-965.png,1412.1207,2201.5132,4.952003,11.881102
2018-08-17-09-45-58_2018-08-17-10-11-24-760.png,938.02716,1964.2433,4.418373,12.011796
2018-08-17-09-45-58_2018-08-17-10-11-26-955.png,1706.8187,3623.5461,5.898785,20.646091
2018-08-17-09-45-58_2018-08-17-10-11-27-659.png,2062.5251,4336.498,5.585717,17.544931
2018-08-17-09-45-58_2018-08-17-10-11-27-861.png,2437.0173,5318.6006,5.240592,17.99143
2018-08-17-09-45-58_2018-08-17-10-11-28-264.png,2072.7156,4342.6685,5.377351,17.219528
2018-08-17-09-45-58_2018-08-17-10-11-28-870.png,1922.6432,4138.001,4.904911,15.089793
2018-08-17-09-45-58_2018-08-17-10-11-32-499.png,3535.858,6281.629,4.4521985,16.277082
2018-08-17-09-45-58_2018-08-17-10-11-37-078.png,3086.2012,4824.634,4.310861,14.820015
2018-08-17-09-45-58_2018-08-17-10-11-37-279.png,3209.6887,4923.183,4.476854,15.1794195
2018-08-17-09-45-58_2018-08-17-10-11-44-199.png,4674.076,6530.187,4.97054,17.065708
2018-08-17-09-45-58_2018-08-17-10-11-44-399.png,4491.6763,6159.3506,5.12812,17.332432
2018-08-17-09-45-58_2018-08-17-10-11-45-000.png,4335.089,5922.143,4.3639274,17.127516
2018-08-17-09-45-58_2018-08-17-10-11-46-605.png,4767.481,6452.6504,4.919926,17.678734
2018-08-17-09-45-58_2018-08-17-10-11-47-106.png,4470.3247,6125.567,4.8830934,16.78821
2018-08-17-09-45-58_2018-08-17-10-11-47-407.png,4272.363,5829.745,5.282707,17.481174
2018-08-17-09-45-58_2018-08-17-10-11-47-807.png,5008.4526,6472.6377,5.914692,19.518866
2018-08-17-09-45-58_2018-08-17-10-11-50-003.png,4563.633,5635.751,4.4447007,16.709894
2018-08-17-09-45-58_2018-08-17-10-11-52-304.png,2328.2788,3969.3123,3.0958707,11.495509
2018-08-17-09-45-58_2018-08-17-10-11-54-221.png,1896.0679,3884.4958,3.9934535,13.765401
2018-08-17-09-45-58_2018-08-17-10-11-56-338.png,2058.3586,3372.8938,4.6314774,16.566935
2018-08-17-09-45-58_2018-08-17-10-11-56-539.png,1805.1956,2878.3108,4.1974235,14.576591
2018-08-17-09-45-58_2018-08-17-10-11-56-939.png,1758.2034,3278.0989,4.2279687,14.089422
2018-08-17-09-45-58_2018-08-17-10-11-58-931.png,1772.7578,3869.4192,4.1873403,12.370786
2018-08-17-09-45-58_2018-08-17-10-11-59-726.png,2118.978,4041.611,5.0929174,17.929691
2018-08-17-09-45-58_2018-08-17-10-12-02-131.png,2854.038,4595.7046,4.7865176,14.427767
2018-08-17-09-45-58_2018-08-17-10-12-03-342.png,2485.0156,5288.977,5.473468,13.670292
2018-08-17-09-45-58_2018-08-17-10-12-04-048.png,2465.315,4566.6943,5.6180067,17.24996
2018-08-17-09-45-58_2018-08-17-10-12-04-149.png,2525.923,4645.51,5.561902,17.42606
2018-08-17-09-45-58_2018-08-17-10-12-08-248.png,5981.4116,8795.317,5.4255486,21.28005
2018-08-17-09-45-58_2018-08-17-10-12-08-548.png,5954.694,9054.409,4.8556724,18.109589
2018-08-17-09-45-58_2018-08-17-10-13-00-004.png,7359.089,8408.398,2.463846,9.495138
2018-08-17-09-45-58_2018-08-17-10-13-03-806.png,540.6782,661.9854,4.201102,7.151706
2018-08-17-09-45-58_2018-08-17-10-13-03-906.png,506.92877,612.69714,4.1288023,6.910516
2018-08-17-09-45-58_2018-08-17-10-13-04-806.png,1984.4634,5346.699,5.7648535,13.111277
2018-08-17-09-45-58_2018-08-17-10-13-05-812.png,2190.4246,3849.1372,4.392956,13.482772
2018-08-17-09-45-58_2018-08-17-10-13-08-140.png,2283.0276,4273.803,4.303631,13.955047
2018-08-17-09-45-58_2018-08-17-10-13-09-846.png,3209.131,5906.3525,5.0583878,15.718463
2018-08-17-09-45-58_2018-08-17-10-13-11-340.png,3026.5818,5719.657,4.6297836,14.047806
2018-08-17-09-45-58_2018-08-17-10-13-26-149.png,5442.68,8491.882,5.1595182,19.06581
2018-08-17-09-45-58_2018-08-17-10-13-26-649.png,4894.368,7869.5645,5.745746,21.663284
2018-08-17-09-45-58_2018-08-17-10-13-26-749.png,5308.0557,7924.825,5.57782,20.699305
2018-08-17-09-45-58_2018-08-17-10-13-33-555.png,2943.9277,4295.939,3.8134356,11.692902
2018-08-17-09-45-58_2018-08-17-10-13-33-655.png,2748.9543,3954.7942,3.4075894,8.844046
2018-08-17-09-45-58_2018-08-17-10-13-34-156.png,2837.2065,4105.2607,3.568464,10.17358
2018-08-17-09-45-58_2018-08-17-10-13-35-059.png,2169.19,3359.9712,3.4674487,8.679318
2018-08-17-09-45-58_2018-08-17-10-13-35-459.png,2566.3315,3838.9995,3.5406184,8.635122
2018-08-17-09-45-58_2018-08-17-10-13-35-659.png,2486.014,3773.261,3.7934017,8.426226
2018-08-17-09-45-58_2018-08-17-10-13-36-158.png,2482.2969,3500.015,3.671311,8.124266
2018-08-17-09-45-58_2018-08-17-10-13-39-056.png,2916.4307,5172.537,3.767375,9.589643
2018-08-17-09-45-58_2018-08-17-10-13-39-157.png,3293.436,5648.969,3.7860096,10.873393
2018-08-17-09-45-58_2018-08-17-10-13-42-660.png,2902.1672,4795.3286,4.031574,12.255694
2018-08-17-09-45-58_2018-08-17-10-13-43-659.png,2289.0098,3903.2078,3.8282979,12.71025
2018-08-17-09-45-58_2018-08-17-10-13-45-060.png,1977.1807,4005.982,3.9495797,10.078146
2018-08-17-09-45-58_2018-08-17-10-13-45-861.png,2343.0571,4335.76,4.6864376,11.742229
2018-08-17-09-45-58_2018-08-17-10-13-48-161.png,2834.2275,5395.8154,5.006236,14.670791
2018-08-17-09-45-58_2018-08-17-10-13-49-760.png,2009.8119,3769.5063,4.43311,13.588907
2018-08-17-09-45-58_2018-08-17-10-13-50-361.png,2125.4575,3777.1807,4.8657084,14.804911
2018-08-17-09-45-58_2018-08-17-10-13-50-761.png,2278.914,4216.694,5.07121,15.18723
2018-08-17-09-45-58_2018-08-17-10-13-52-164.png,1734.4526,3214.9353,4.292497,13.380981
2018-08-17-09-45-58_2018-08-17-10-13-54-767.png,2397.1814,3652.503,3.805999,14.183022
2018-08-17-09-45-58_2018-08-17-10-14-00-169.png,2120.6145,3757.917,3.9908326,16.674454
2018-08-17-09-45-58_2018-08-17-10-14-00-869.png,2357.8406,3486.72,3.6868534,13.498409
2018-08-17-09-45-58_2018-08-17-10-14-02-370.png,2216.235,4282.0435,4.242136,13.829518
2018-08-17-09-45-58_2018-08-17-10-14-05-575.png,2805.0334,5672.7505,7.1016536,18.555632
2018-08-17-09-45-58_2018-08-17-10-14-17-983.png,3251.301,4971.087,3.5551326,11.807334
2018-08-17-09-45-58_2018-08-17-10-14-30-191.png,5190.4287,6468.735,2.5365708,4.7423563
2018-08-17-09-45-58_2018-08-17-10-14-36-997.png,3468.3413,4452.3804,3.360264,12.180301
2018-08-17-09-45-58_2018-08-17-10-14-39-797.png,2311.8826,3558.4224,3.8496907,8.839875
2018-08-17-09-45-58_2018-08-17-10-14-41-396.png,3388.215,5142.2534,4.1741633,10.04802
2018-08-17-09-45-58_2018-08-17-10-14-44-706.png,2809.401,4177.5635,3.694396,9.294011
2018-08-17-09-45-58_2018-08-17-10-14-44-906.png,2699.2947,3991.8774,4.0291386,10.282094
2018-08-17-09-45-58_2018-08-17-10-14-47-201.png,2579.5757,4300.7344,3.9131327,8.849858
2018-08-17-09-45-58_2018-08-17-10-14-47-701.png,2790.6277,4591.088,4.352915,8.973891
2018-08-17-09-45-58_2018-08-17-10-14-51-410.png,2794.9639,4229.177,3.489584,8.01576
2018-08-17-09-45-58_2018-08-17-10-14-54-606.png,4731.1064,8385.094,7.666376,20.60371
